,Headline,Date,Provider
270,"Budget 2016: Government sets FY17 disinvestment target at Rs 56,500 crore - The Economic Times",2016-02-29,Economic Times India
271,"Budget 2016: Government to forego Rs 68,711 crore in incentives, exemptions in FY16 - The Economic Times",2016-02-29,Economic Times India
272,Budget 2016: Healthcare sector demands exemption from GST - The Economic Times,2016-01-08,Economic Times India
273,"Budget 2016: Hiking revenue base, investment key for fiscal balance, says India Ratings - The Economic Times",2016-02-28,Economic Times India
274,"Budget 2016 increases allocation of Northeast by at least Rs 4,009 crore - The Economic Times",2016-02-29,Economic Times India
275,"Budget 2016: Instead of setting a fixed fiscal deficit target, raise capital expenditure - The Economic Times",2016-02-12,Economic Times India
276,"Budget 2016: Investor sentiments high, but fiscal prudence demands a tightrope walk - The Economic Times",2016-02-27,Economic Times India
277,"Budget 2016: Kick-starting investment cycle won’t be easy, says Dharmakirti Joshi, Chief Economist, CRISIL - The Economic Times",2016-03-03,Economic Times India
278,Budget 2016 may introduce BEPS to make tax evasion difficult for MNCs - The Economic Times,2016-01-20,Economic Times India
279,Budget 2016: More income in farmers’ hands to drive demand - The Economic Times,2016-03-01,Economic Times India
280,Budget 2016: Near 3-fold hike in securities transaction tax won’t hurt much - The Economic Times,2016-03-01,Economic Times India
281,"Budget 2016: New Budget here, but old one’s funds still unspent - The Economic Times",2016-02-29,Economic Times India
282,Budget 2016: Petroleum products and crude oil add biggest chunk to cess pool - The Economic Times,2016-03-04,Economic Times India
283,"Budget 2016: Proposals related to tax simplification, certainty and minimizing litigation, says Naveen Aggarwal, KPMG - The Economic Times",2016-02-29,Economic Times India
284,Budget 2016: PSB merger a step closer with government stake cut plan - The Economic Times,2016-03-01,Economic Times India
285,"Budget 2016: Quite a few concerns for big taxpayers, says Vineet Agarwal, KPMG India - The Economic Times
						",2016-03-01,Economic Times India
286,Budget 2016: Rising expenditure will test government vow on deficit - The Economic Times,2016-03-01,Economic Times India
287,Budget 2016: Rs 540 crore higher outlay for Delhi Police - The Economic Times,2016-02-29,Economic Times India
288,Budget 2016: Rs 758 crore for Delhi; no allocation for MCD - The Economic Times,2016-02-29,Economic Times India
289,"Budget 2016: Rural focus can aid recovery in consumption, says Ridham Desai, Morgan Stanley India - The Economic Times",2016-03-01,Economic Times India
290,"Budget 2016 shows govt’s commitment to fiscal stability: Shikha Sharma, MD, Axis Bank - The Economic Times",2016-03-01,Economic Times India
291,Budget 2016: Small taxpayers get the biggest relief - The Economic Times,2016-03-01,Economic Times India
292,Budget 2016: Steady Arun Jaitley keeps economic meter ticking - The Economic Times,2016-03-01,Economic Times India
293,"Budget 2016: Swiping your card may help you save tax - The Economic Times
						",2016-02-01,Economic Times India
294,"Budget 2016: Triple taxation of profits could be avoided, says Raamdeo Agrawal, Motilal Oswal Fin Services - The Economic Times",2016-03-02,Economic Times India
295,Budget 2016: With 10% tax on dividend income rush of interim payouts likely,2016-03-02,Economic Times India
296,"Budget 2017: Govt expects Rs 44,342 cr from telecom, excluding spectrum sales, in FY18",2017-02-01,Economic Times India
297,Budget 2017 not actually bad: Lavesh Bhandari - The Economic Times,2017-02-02,Economic Times India
298,Budget 2017 not actually bad: Lavesh Bhandari - The Economic Times,2017-02-02,Economic Times India
299,"Budget 2017: Private equity funds, Esops face securities transaction tax googly on unlisted shares - The Economic Times",2017-02-02,Economic Times India
300,"Budget 2017: Tax incentives to corporates to cost Rs 83,492 cr in FY17 - The Economic Times",2017-02-01,Economic Times India
301,Budget 2017: Why 25% hike in capital spend is actually only 11% - The Economic Times,2017-02-03,Economic Times India
302,Budget 2018 at a glance: From affordable housing fund to new liquidity tool - The Economic Times,2018-02-02,Economic Times India
303,Budget 2019 | Budget highlights: Key highlights from Piyush Goyal’s media interaction,2019-02-02,Economic Times India
304,"Budget 2019: Visa, Mastercard brace for serious blow after Sitharaman's e-payment push - The Economic Times",2019-07-07,Economic Times India
305,"Budget impact: Gifts of shares, assets in corporate restructuring now taxable - The Economic Times
						",2017-02-03,Economic Times India
306,India economy: Budget makes us believe India can become a $10-trillion economy: Amitabh Kant,2019-02-02,Economic Times India
307,Bulk deposit rates may soften with government expected to park less surplus with RBI - The Economic Times,2016-03-07,Economic Times India
308,Bundesbank concerns pushed RBI to halt ACU euro settlement: Former deputy governor HR Khan - The Economic Times,2016-07-04,Economic Times India
309,Busting money laundering-terror link - The Economic Times,2007-04-03,Economic Times India
310,"'Buy one get one free' deals to soon lose charm, GST may apply to free articles - The Economic Times",2016-06-16,Economic Times India
311,Narendra Modi: Cabinet approves additional funding of Rs 635 crore for IPPB - The Economic Times,2018-08-29,Economic Times India
312,"Government approves Rs 5,000 crore for dedicated micro irrigation fund - The Economic Times",2018-05-16,Economic Times India
313,"Cabinet approves ‘Stand Up India’ scheme, credit guarantee fund for Mudra Yojana to be created - The Economic Times",2016-01-07,Economic Times India
314,Cabinet clears $150 million Chabahar port project - The Economic Times,2016-02-24,Economic Times India
315,Cabinet clears Finance Commission recommendations on state government deficits - The Economic Times,2016-04-06,Economic Times India
316,"Cabinet clears Rs 2,600 crore infusion in India Infrastructure Finance Company - The Economic Times",2015-09-16,Economic Times India
317,"Cabinet clears Rs 6,000crore package for textile sector - The Economic Times",2016-06-23,Economic Times India
318,"Cabinet Committee on Economic Affairs clears HDFC Bank's proposal to raise Rs 10,000 crore - The Economic Times",2015-01-29,Economic Times India
319,RCom: Cabinet may consider Brookfield’s plan to buy RCom’s stake in Reliance Infratel next week - The Economic Times,2017-06-14,Economic Times India
320,Cabinet nod to up authorized share capital of IREDA to Rs 6000 crore - The Economic Times,2014-11-05,Economic Times India
321,CAD may slip below 1 per cent this fiscal: Arvind Subramanian - The Economic Times,2016-06-29,Economic Times India
322,CAD to narrow down to 1.2% of GDP in FY15: SBI Research - The Economic Times,2015-03-12,Economic Times India
323,CAD to shrink further in March quarter: HSBC - The Economic Times,2016-03-23,Economic Times India
324,CAG raps Punjab for utilizing borrowings for paying past debt - The Economic Times,2016-03-14,Economic Times India
325,Canada Pension Plan Investment Board opens office in Mumbai - The Economic Times,2015-10-27,Economic Times India
326,Canadian pension funds may pump $3 billion into Maharashtra - The Economic Times,2017-01-10,Economic Times India
327,Capital account convertibility inescapable: RBI,2015-05-18,Economic Times India
328,Capital inflow to stay strong for India despite US rate hike: Edelweiss - The Economic Times,2015-03-11,Economic Times India
329,Capital inflows help economy sustain high CAD: Rangarajan - The Economic Times,2013-01-29,Economic Times India
330,"Capital Local Area Bank receives RBI licence to operate as small finance bank - The Economic Times
						",2016-03-04,Economic Times India
331,Capital no constraint for India plans: CDPQ boss Michael Sabia - The Economic Times,2016-10-14,Economic Times India
332,"gdp: Care Ratings sees Q1 GDP growth at 6.5% - The Economic Times
						",2017-08-28,Economic Times India
333,gdp: Care Ratings sees Q1 GDP growth at 6.5%,2017-08-28,Economic Times India
334,Case for more rate cut by Reserve Bank of India as inflation low: ADB - The Economic Times,2015-06-16,Economic Times India
335,Demonetisation: Cash available in the system may be brought down drastically from pre-demonetisation times - The Economic Times,2016-12-01,Economic Times India
336,Cash Crunch in ATMs: ATMs go dry as cash demand surges amid poll season,2018-04-18,Economic Times India
337,"Cash crunch continues at branches, RBI expects situation to improve next week - The Economic Times",2016-12-09,Economic Times India
338,Cash crunch easing: RBI to conduct open market operation - The Economic Times,2016-04-26,Economic Times India
339,Cash crunch to normalise by February 2017: Report - The Economic Times,2016-12-19,Economic Times India
340,"Cash-ease: RBI to buy back Rs 15,000 crore government bonds - The Economic Times",2016-02-17,Economic Times India
341,Cash flows from treasure chest to treasury - The Economic Times,2016-11-15,Economic Times India
342,Cash in circulation now more than pre-demonetisation level - The Economic Times,2019-02-12,Economic Times India
343,Demonetisation: Cash is back in the system with a bang,2018-08-30,Economic Times India
344,"CPSE: Cash-Rich CPSEs may be nudged to invest in Rs 1.35 lakh crore recap bonds - The Economic Times
						",2017-11-02,Economic Times India
345,Cash squeeze: ADB slashes India's 2016 growth estimate to 7 per cent - The Economic Times,2016-12-13,Economic Times India
346,Cash Transfers: Merits and demerits - The Economic Times,2013-02-26,Economic Times India
347,"Cashless economy: Centre to implement 19 measures to facilitate transition - The Economic Times
						",2016-11-11,Economic Times India
348,CBDT: CBDT asks I-T Department to probe about 3 lakh de-registered firms for money laundering - The Economic Times,2019-03-29,Economic Times India
349,"CBDT extends e-filing date for liaison offices of foreign companies - The Economic Times
						",2012-06-21,Economic Times India
350,CBDT probes transaction tax discrepancies on P-note deals - The Economic Times,2016-02-13,Economic Times India
351,"CBDT prods officials to meet tax collection targets - The Economic Times
						",2017-01-13,Economic Times India
352,"CBDT resolves Rs 5,000 crore tax disputes under MAP - The Economic Times",2016-02-16,Economic Times India
353,CBDT signs 9 more unilateral APAs with taxpayers in July - The Economic Times,2018-08-01,Economic Times India
354,Advance Pricing Agreements: CBDT signs Advance Pricing Agreements with Indian taxpayers - The Economic Times,2017-06-28,Economic Times India
355,CBDT’s norms for POEM likely to have tax impact - The Economic Times,2015-12-24,Economic Times India
356,CBEC to withdraw 15-year old cases of Rs 5 lakh excise evasion - The Economic Times,2016-03-03,Economic Times India
